id,name,latitude,longitude,address,opening_hours,phone,website,suburb,city,created_at,updated_at
2037,Jels Cafe,51.5628388,-0.1976312,null,null,null,null,null,null,2025-06-26 06:42:15.924606,2025-06-26 06:42:15.924606
2045,Hot Pepper Jelly Cafe,51.5803443,-0.1226768,null,null,null,null,null,null,2025-06-26 06:42:15.924606,2025-06-26 06:42:15.924606
1301,Ramble Cafe,51.5516311,0.0289754,"The Arches, London",null,null,null,null,London,2025-06-26 06:40:28.757237,2025-06-26 06:40:28.757237
1303,Big Mummys Kitchen,51.522853,0.0577055,"277 High Street South, London",null,null,null,null,London,2025-06-26 06:40:28.757237,2025-06-26 06:40:28.757237
11863,Pop-In-Cafe,51.533721,0.061559,"418 Barking Road, East Ham, London",null,null,null,East Ham,London,2025-06-29 07:04:33.235398,2025-06-29 07:04:33.235398
5953,Anya Cafe,51.4973056,-0.1568683,"9 Pont Street, London",null,null,null,null,London,2025-06-27 03:59:24.765338,2025-06-27 03:59:24.765338
2807,Atrium Café,51.507498,-0.1142676,null,null,null,null,null,null,2025-06-26 06:42:15.924606,2025-06-26 06:42:15.924606
5961,Knot,51.4857719,-0.122535,null,null,null,null,null,null,2025-06-27 03:59:24.765338,2025-06-27 03:59:24.765338
2488,Armoni Coffee,51.5804259,-0.1226057,null,null,null,null,null,null,2025-06-26 06:42:15.924606,2025-06-26 06:42:15.924606
2809,Arcade Cafe,51.512809,-0.1170845,"30 Aldwych, London",Mo-Fr 08:30-16:30,null,https://www.kingsvenues.com/Conferences-Meetings/Bush-House/Arcade,null,London,2025-06-26 06:42:15.924606,2025-06-26 06:42:15.924606
2814,XO Chocolate,51.5186933,-0.1403269,null,null,null,null,null,null,2025-06-26 06:42:15.924606,2025-06-26 06:42:15.924606
2815,Neat Street Espresso,51.5142232,-0.125359,null,"Mo-Fr 09:00-18:00, Sa 11:30-17:30, Su closed",null,null,null,null,2025-06-26 06:42:15.924606,2025-06-26 06:42:15.924606
2826,GAIL's,51.5177509,-0.1169709,262 High Holborn,null,null,https://gails.com/pages/holborn,null,null,2025-06-26 06:42:15.924606,2025-06-26 06:42:15.924606
5996,The Queens Head,51.4916828,-0.1189507,"71 Black Prince Road, London",null,null,null,null,London,2025-06-27 03:59:24.765338,2025-06-27 03:59:24.765338
7897,Regents cafe,51.5947185,-0.1990313,null,null,null,null,null,null,2025-06-27 10:22:35.74709,2025-06-27 10:22:35.74709
2837,EL&N,51.5139905,-0.1393388,"35 Great Marlborough Street, London",Mo-Th 08:00-22:00; Fr-Su 08:00-23:00,+44 20 7434 3403,null,null,London,2025-06-26 06:42:15.924606,2025-06-26 06:42:15.924606
2846,Blues & Royals,51.5073037,-0.1225835,"Embankment Place, London",null,null,null,null,London,2025-06-26 06:42:15.924606,2025-06-26 06:42:15.924606
2847,The Green Hut,51.5067641,-0.123,"Northumberland Avenue, London",Mo-Sa 07:00-14:00; Su Off,null,null,null,London,2025-06-26 06:42:15.924606,2025-06-26 06:42:15.924606
2850,Hide Away Coffee House,51.5113481,-0.1352396,null,null,null,null,null,null,2025-06-26 06:42:15.924606,2025-06-26 06:42:15.924606
2852,Nessa Soho,51.5106508,-0.1372446,86 Brewer Street,null,null,null,null,null,2025-06-26 06:42:15.924606,2025-06-26 06:42:15.924606
2865,Rosetta,51.5095401,-0.126468,"38 William IV Street, London",Mo-Sa 10:30-19:30,null,https://www.facebook.com/rosettafarmlondon,null,London,2025-06-26 06:42:15.924606,2025-06-26 06:42:15.924606
7338,Café @ No.4,51.5902323,0.0497087,"4a Claybury Broadway, Ilford",Mo-Sa 06:00-17:00; Su 08:00-16:00,+44 20 8551 7117,https://cafe-at-no-4.edan.io,null,Ilford,2025-06-27 10:08:05.09229,2025-06-27 10:08:05.09229
1340,Triple Two,51.5460879,0.0058375,null,null,null,null,null,null,2025-06-26 06:40:28.757237,2025-06-26 06:40:28.757237
2866,Abuelo,51.5112307,-0.1224736,"26 Southampton Street, London",null,null,https://www.abuelocafe.co.uk/,null,London,2025-06-26 06:42:15.924606,2025-06-26 06:42:15.924606
2873,Pavilion Cafe,51.5099145,-0.1282453,null,null,null,null,null,null,2025-06-26 06:42:15.924606,2025-06-26 06:42:15.924606
2940,Kippo's,51.5076419,-0.1221914,null,null,null,null,null,null,2025-06-26 06:42:15.924606,2025-06-26 06:42:15.924606
7863,An Other Cup,51.5374871,-0.216115,Wrentham Avenue,"Mo-Sa 09:00-17:00, Su 09:00-15:00",null,null,null,null,2025-06-27 10:22:35.74709,2025-06-27 10:22:35.74709
1388,Cafe La Valentino,51.556617,0.006515,null,null,null,null,null,null,2025-06-26 06:40:28.757237,2025-06-26 06:40:28.757237
1391,The Whale Tea,51.5418303,-0.0002722,"The Mall, London",null,null,null,null,London,2025-06-26 06:40:28.757237,2025-06-26 06:40:28.757237
2012,Internet Cafe,51.5645774,-0.1323648,647 Holloway Road,null,null,null,null,null,2025-06-26 06:42:15.924606,2025-06-26 06:42:15.924606
2014,Bistro Laz,51.561293,-0.1508417,null,null,null,null,null,null,2025-06-26 06:42:15.924606,2025-06-26 06:42:15.924606
2010,Le Bistro,51.5164286,-0.1874496,"36 Porchester Road, London",null,null,null,null,London,2025-06-26 06:42:15.924606,2025-06-26 06:42:15.924606
2025,Starbucks,51.5577176,-0.1188535,"448-450 Holloway Road, London",null,null,null,null,London,2025-06-26 06:42:15.924606,2025-06-26 06:42:15.924606
2035,Ollie's Cafe,51.559576,-0.1159479,null,null,null,null,null,null,2025-06-26 06:42:15.924606,2025-06-26 06:42:15.924606
2036,mooboo,51.5579738,-0.1188922,null,null,null,null,null,null,2025-06-26 06:42:15.924606,2025-06-26 06:42:15.924606
2046,Kioskafé,51.5168114,-0.172688,"31 Norfolk place, London",Mo-Su 07:00-19:00,null,http://kioskafe.com/,null,London,2025-06-26 06:42:15.924606,2025-06-26 06:42:15.924606
2055,Paradiso Desi,51.5598641,-0.1144434,null,null,null,null,null,null,2025-06-26 06:42:15.924606,2025-06-26 06:42:15.924606
2056,elian's corner,51.5597008,-0.1142701,null,null,null,null,null,null,2025-06-26 06:42:15.924606,2025-06-26 06:42:15.924606
2387,Starbucks,51.5485436,-0.1177942,null,null,null,https://www.starbucks.com/store-locator/store/1019204/caledonian-road-london-474-london-eng-n-7-8-tb-gb,null,null,2025-06-26 06:42:15.924606,2025-06-26 06:42:15.924606
2020,Lauderdale House Cafe,51.5692363,-0.1435013,null,null,null,null,null,null,2025-06-26 06:42:15.924606,2025-06-26 06:42:15.924606
7898,Tintico,51.6011274,-0.1936968,"2-4 Station Road, London","Mo-Fr 07:30-17:00; Sa,Su 08:30-17:00",null,null,null,London,2025-06-27 10:22:35.74709,2025-06-27 10:22:35.74709
1308,De Cafe Lounge,51.5302105,0.0387554,"14 Barking Road, London",null,null,null,null,London,2025-06-26 06:40:28.757237,2025-06-26 06:40:28.757237
1310,Nisha's Cafe,51.5361578,0.0352982,"Green Street, London",null,null,null,null,London,2025-06-26 06:40:28.757237,2025-06-26 06:40:28.757237
1312,The Bellas,51.5261731,0.0301436,"564 Barking Road, London",null,null,null,null,London,2025-06-26 06:40:28.757237,2025-06-26 06:40:28.757237
1313,Ali's Deli Cafe,51.5263971,0.0303662,"566 Barking Road, London",null,null,null,null,London,2025-06-26 06:40:28.757237,2025-06-26 06:40:28.757237
1314,Coffee Palace,51.5256693,0.0296658,"1 Prince Regent Lane, London",null,null,null,null,London,2025-06-26 06:40:28.757237,2025-06-26 06:40:28.757237
11876,Unnamed Venue,51.5399044,0.1007243,null,null,null,null,null,null,2025-06-29 07:04:33.235398,2025-06-29 07:04:33.235398
1326,Dudleys,51.5314616,0.0267402,null,null,null,null,null,null,2025-06-26 06:40:28.757237,2025-06-26 06:40:28.757237
1345,Shake a Shake,51.5527187,0.0216593,"66 Station Road, London",null,null,null,null,London,2025-06-26 06:40:28.757237,2025-06-26 06:40:28.757237
1348,Rainbow Cafe,51.5318126,0.0279657,null,Mo-Fr 07:30-16:30,null,null,null,null,2025-06-26 06:40:28.757237,2025-06-26 06:40:28.757237
1357,The Globe Lounge,51.5504832,0.0252356,null,null,null,null,null,null,2025-06-26 06:40:28.757237,2025-06-26 06:40:28.757237
1392,Super Boba,51.5435602,0.0263536,null,null,null,null,null,null,2025-06-26 06:40:28.757237,2025-06-26 06:40:28.757237
6132,Cafe by Benugo,51.489309,-0.1323284,null,null,null,null,null,null,2025-06-27 03:59:24.765338,2025-06-27 03:59:24.765338
2082,Unnamed Venue,51.5657487,-0.1084111,null,null,null,null,null,null,2025-06-26 06:42:15.924606,2025-06-26 06:42:15.924606
1410,Matt Cup Roastery,51.5310094,0.0181154,"London Road, London",Mo-Fr 07:00-17:00; Sa 08:00-17:00; Su 08:30-17:00,null,null,null,London,2025-06-26 06:40:28.757237,2025-06-26 06:40:28.757237
7950,Bonjour Cafe-Bakery,51.5850891,-0.2192336,"78,80 Brent Street, London",Mo-Su 06:00-19:00,+44 20 8203 8848,https://bonjour.edan.io/,null,London,2025-06-27 10:22:35.74709,2025-06-27 10:22:35.74709
2989,Tokyo Bagel,51.5012366,-0.1121154,"101 Lower Marsh, London",Mo-Su 09:00-17:00,07419 831610,https://tokyobageluk.com/,null,London,2025-06-26 06:42:15.924606,2025-06-26 06:42:15.924606
3056,Frank's Cafe,51.5063861,-0.1018593,"132 Southwark Street, London",null,null,null,null,London,2025-06-26 06:42:15.924606,2025-06-26 06:42:15.924606
3057,Sarni's,51.5079713,-0.1103461,null,null,null,null,null,null,2025-06-26 06:42:15.924606,2025-06-26 06:42:15.924606
7463,The Log Cabin,51.5777128,0.0102935,Whipps Cross Road,null,null,null,null,null,2025-06-27 10:08:05.09229,2025-06-27 10:08:05.09229
7468,The Lakeside Diner,51.578021,0.0097052,null,null,null,null,null,null,2025-06-27 10:08:05.09229,2025-06-27 10:08:05.09229
1588,Ivy's Tiny Tea,51.5587769,0.0067606,"1 Cowley Court, London",null,null,null,null,London,2025-06-26 06:40:28.757237,2025-06-26 06:40:28.757237
1589,Chocoberry,51.5590857,0.0070076,"487 High Road Leytonstone, London",null,null,null,null,London,2025-06-26 06:40:28.757237,2025-06-26 06:40:28.757237
1590,Flavaz Grill & Kitchen,51.5635242,0.0099808,"536 High Road Leytonstone, London",null,null,null,null,London,2025-06-26 06:40:28.757237,2025-06-26 06:40:28.757237
1591,J'Adore,51.5680459,0.0110799,"644 High Road Leytonstone, London",null,null,null,null,London,2025-06-26 06:40:28.757237,2025-06-26 06:40:28.757237
1592,Horizon,51.5678034,0.0105412,"809 High Road Leytonstone, London",null,+44 20 8558 7178,null,null,London,2025-06-26 06:40:28.757237,2025-06-26 06:40:28.757237
1593,Garden of Desserts,51.5700591,0.0140521,"734 High Road Leytonstone, Leytonstone, London",null,null,null,Leytonstone,London,2025-06-26 06:40:28.757237,2025-06-26 06:40:28.757237
6266,Cafe Relaxo,51.5034219,-0.101571,"48 Great Suffolk Street, London",null,null,null,null,London,2025-06-27 03:59:24.765338,2025-06-27 03:59:24.765338
1409,The Tea Room,51.5579075,0.0448479,"Aldersbrook Road, London",null,null,null,null,London,2025-06-26 06:40:28.757237,2025-06-26 06:40:28.757237
1429,Tipi Coffee Co.,51.5503206,0.0249251,"87 Woodgrange Road, London",null,null,null,null,London,2025-06-26 06:40:28.757237,2025-06-26 06:40:28.757237
1434,Italian Espresso,51.5462433,0.0243722,null,null,null,null,null,null,2025-06-26 06:40:28.757237,2025-06-26 06:40:28.757237
11926,Couleur Café,51.5363533,0.0793429,null,Mo-Fr 08:00-17:00; Sa 09:00-17:00; Su 09:00-15:00,null,null,null,null,2025-06-29 07:04:33.235398,2025-06-29 07:04:33.235398
7979,Harmony,51.6007821,-0.148139,"125 Colney Hatch Lane, London",null,null,https://www.harmony-n10.com,null,London,2025-06-27 10:22:35.74709,2025-06-27 10:22:35.74709
7451,Valentines Park Cafe,51.5683447,0.070484,Ilford,null,null,https://valentinesparkcafe.com/,null,Ilford,2025-06-27 10:08:05.09229,2025-06-27 10:08:05.09229
11930,Costa,51.5392576,0.0815951,"62-64 Station Parade, Barking",null,null,null,null,Barking,2025-06-29 07:04:33.235398,2025-06-29 07:04:33.235398
7991,Persia Iranian Cuisine,51.5715192,-0.1947527,"2 North End Road, London",null,null,null,null,London,2025-06-27 10:22:35.74709,2025-06-27 10:22:35.74709
7992,Bar Linda,51.572052,-0.1950372,null,null,null,null,null,null,2025-06-27 10:22:35.74709,2025-06-27 10:22:35.74709
7993,Luka Caffe,51.5876972,-0.1190559,"1 High Street, London",Mo-Su 07:30-15:30,null,https://www.caffeluka.co.uk,null,London,2025-06-27 10:22:35.74709,2025-06-27 10:22:35.74709
7994,Green Garden Cafe,51.5873568,-0.1198847,"36 High Street, London",Mo-Fr 06:00-17:00; Sa 07:00-17:00; Su 07:30-16:00,+44 2083 401 918,https://green-garden-cafe.edan.io,null,London,2025-06-27 10:22:35.74709,2025-06-27 10:22:35.74709
11931,Abbey Cafe Restaurant,51.5363067,0.0776271,"18 East Street, Barking",null,null,null,null,Barking,2025-06-29 07:04:33.235398,2025-06-29 07:04:33.235398
11932,Barking Cafe,51.5366974,0.0776384,"13 East Street, Barking",null,null,null,null,Barking,2025-06-29 07:04:33.235398,2025-06-29 07:04:33.235398
11933,Impresso Cafe,51.5380246,0.0790477,"3 London Road, Barking",null,null,null,null,Barking,2025-06-29 07:04:33.235398,2025-06-29 07:04:33.235398
11934,Cafe Latte,51.5377545,0.0803434,null,null,null,null,null,null,2025-06-29 07:04:33.235398,2025-06-29 07:04:33.235398
2070,Starbucks,51.5411137,-0.1452538,"289 Camden High Street, London",null,null,null,null,London,2025-06-26 06:42:15.924606,2025-06-26 06:42:15.924606
8008,Hatch Cafe & Gelateria,51.6007291,-0.1481302,"Colney Hatch Lane, London",null,null,null,null,London,2025-06-27 10:22:35.74709,2025-06-27 10:22:35.74709
2631,Starbucks,51.5285004,-0.1270975,"93 Euston Road, London",null,null,null,null,London,2025-06-26 06:42:15.924606,2025-06-26 06:42:15.924606
2717,On the go,51.522659,-0.15738,null,null,null,null,null,null,2025-06-26 06:42:15.924606,2025-06-26 06:42:15.924606
2726,Saint Espresso,51.5232875,-0.1579014,"214 Baker Street, London",null,null,null,null,London,2025-06-26 06:42:15.924606,2025-06-26 06:42:15.924606
6279,Regency Cafe,51.4940031,-0.1320984,"17-19 Regency Street, London","Mo-Fr 07:00-14:30, 16:00-19:15; Sa 07:00-12:00",+44 20 7821 6596,http://regencycafe.co.uk/,null,London,2025-06-27 03:59:24.765338,2025-06-27 03:59:24.765338
2081,Starbucks,51.5477044,-0.1823871,"255 Finchley Road, London",null,+44 20 7431 8233,null,null,London,2025-06-26 06:42:15.924606,2025-06-26 06:42:15.924606
2087,Le Croissant D'or,51.559471,-0.1166063,null,null,null,null,null,null,2025-06-26 06:42:15.924606,2025-06-26 06:42:15.924606
2099,Cafe Dylan Dog,51.514928,-0.176547,"7 Craven Road, London",null,+44 20 7723 8027,null,null,London,2025-06-26 06:42:15.924606,2025-06-26 06:42:15.924606
2106,Chloe's Espresso,51.5432724,-0.1549642,null,null,null,null,null,null,2025-06-26 06:42:15.924606,2025-06-26 06:42:15.924606
2118,The Bathurst Deli,51.5128707,-0.1747825,"3 Bathurst Street, London",null,+44 20 7262 1888,null,null,London,2025-06-26 06:42:15.924606,2025-06-26 06:42:15.924606
2119,Warisan Cafe,51.5142718,-0.1748431,190 Sussex Gardens,null,null,null,null,null,2025-06-26 06:42:15.924606,2025-06-26 06:42:15.924606
3072,Olive Cafe,51.5030055,-0.1079709,"82 The Cut, London",null,null,null,null,London,2025-06-26 06:42:15.924606,2025-06-26 06:42:15.924606
6286,Cafe Tejo,51.4929816,-0.1375684,"93 Rochester Row, London",null,null,null,null,London,2025-06-27 03:59:24.765338,2025-06-27 03:59:24.765338
6287,The Rochester Cafe,51.4930955,-0.1374915,"87 Rochester Row, London",null,null,null,null,London,2025-06-27 03:59:24.765338,2025-06-27 03:59:24.765338
6291,The Garden Cafe,51.4948514,-0.1197895,"5 Lambeth Palace Road, London",null,null,null,null,London,2025-06-27 03:59:24.765338,2025-06-27 03:59:24.765338
3171,Wild & Coffee Company,51.5170957,-0.1238332,null,null,null,null,null,null,2025-06-26 06:42:15.924606,2025-06-26 06:42:15.924606
3172,That Coffee Shop,51.5168256,-0.1258299,"234 Shaftesbury Avenue, London",null,null,http://thatcoffee.co/,null,London,2025-06-26 06:42:15.924606,2025-06-26 06:42:15.924606
3173,The Coffee Tree,51.5165211,-0.1260432,null,null,null,null,null,null,2025-06-26 06:42:15.924606,2025-06-26 06:42:15.924606
3174,Milano Cafe & Restaurant,51.5139385,-0.1285155,123 Shaftesbury Avenue,null,null,null,null,null,2025-06-26 06:42:15.924606,2025-06-26 06:42:15.924606
11935,Al's Diner,51.5365393,0.0809982,"46 Ripple Road, Barking",null,null,null,null,Barking,2025-06-29 07:04:33.235398,2025-06-29 07:04:33.235398
11936,Starbucks,51.5390864,0.0806544,"37 Station Parade, Barking",null,null,https://www.starbucks.co.uk/store-locator/67851-302707/barking-station-parade,null,Barking,2025-06-29 07:04:33.235398,2025-06-29 07:04:33.235398
1567,Italian Pizza & Cafe,51.5303657,0.0376207,"749 Barking Road, Plaistow, London",null,null,null,Plaistow,London,2025-06-26 06:40:28.757237,2025-06-26 06:40:28.757237
2123,Zara Cafe,51.5418884,-0.1800355,null,null,null,null,null,null,2025-06-26 06:42:15.924606,2025-06-26 06:42:15.924606
2137,The Haberdashery,51.5812025,-0.1235061,null,null,null,null,null,null,2025-06-26 06:42:15.924606,2025-06-26 06:42:15.924606
11967,Costa Coffee,51.5677866,0.1170602,850-860 High Road,null,null,null,null,null,2025-06-29 07:04:33.235398,2025-06-29 07:04:33.235398
8010,Cafe Gospoda,51.5992287,-0.1472863,"71 Colney Hatch Lane, London",Mo-Fr 07:00-17:00; Sa 08:00-17:00; Su 10:00-16:00,null,null,null,London,2025-06-27 10:22:35.74709,2025-06-27 10:22:35.74709
8011,Exotic Cafe Bar,51.5996946,-0.1476107,"85 Colney Hatch Lane, London",null,null,null,null,London,2025-06-27 10:22:35.74709,2025-06-27 10:22:35.74709
8012,North & Ten,51.5895824,-0.1457495,"123 Muswell Hill Road, London","Mo-Fr 07:30-16:00; Sa,Su 08:00-16:30",null,null,null,London,2025-06-27 10:22:35.74709,2025-06-27 10:22:35.74709
8047,Kings Cafe,51.6000251,-0.1963565,null,Mo-Fr 06:30-15:00; Sa 06:30-14:00,null,null,null,null,2025-06-27 10:22:35.74709,2025-06-27 10:22:35.74709
8059,Falafel Feast,51.6011889,-0.1940462,"377 Regent's Park Road, London",null,null,https://www.falafelfeast.co.uk,null,London,2025-06-27 10:22:35.74709,2025-06-27 10:22:35.74709
14288,Munchies,51.5230302,0.136165,"Hindmans Way, Dagenham",null,null,null,null,Dagenham,2025-06-29 09:44:31.441351,2025-06-29 09:44:31.441351
11828,Brothers Cafe,51.5250376,0.1006087,"10 Thames Road, Barking",null,null,null,null,Barking,2025-06-29 07:04:33.235398,2025-06-29 07:04:33.235398
1124,Parkside Cafe,51.5276736,0.0565249,"127 High Street South, East Ham, London",null,null,null,East Ham,London,2025-06-26 06:40:28.757237,2025-06-26 06:40:28.757237
8046,Dr Hunger Cafe,51.5916208,-0.1790012,East End Road,null,null,null,null,null,2025-06-27 10:22:35.74709,2025-06-27 10:22:35.74709
1125,Cafe Star,51.5324254,0.0514188,"280 Barking Road, East Ham, London",null,null,null,East Ham,London,2025-06-26 06:40:28.757237,2025-06-26 06:40:28.757237
1126,Aroma Espresso,51.5320107,0.0491607,"234 Barking Road, East Ham, London",null,null,null,East Ham,London,2025-06-26 06:40:28.757237,2025-06-26 06:40:28.757237
11832,Storky Coffee & Juice Bar,51.5394123,0.0806708,"Station Parade, Barking",null,null,null,null,Barking,2025-06-29 07:04:33.235398,2025-06-29 07:04:33.235398
1691,Cafe @ 48,51.5448358,0.025819,"48 Upton Lane, Forest Gate, London",null,null,null,Forest Gate,London,2025-06-26 06:40:28.757237,2025-06-26 06:40:28.757237
1594,Costa,51.5694857,0.0120983,"841-843 High Road Leytonstone, Leytonstone, London",null,null,null,Leytonstone,London,2025-06-26 06:40:28.757237,2025-06-26 06:40:28.757237
1595,The Sunflower Cafe & Creperie,51.5669603,0.0100653,"777-779 High Road Leytonstone, Leytonstone, London",null,null,null,Leytonstone,London,2025-06-26 06:40:28.757237,2025-06-26 06:40:28.757237
1596,Paradise Coffee,51.5658637,0.0099575,"739 High Road Leytonstone, Leytonstone, London",null,null,null,Leytonstone,London,2025-06-26 06:40:28.757237,2025-06-26 06:40:28.757237
1597,George's Cafe,51.5637387,0.0095444,"665 High Road Leytonstone, London","Mo-Fr ""lunchtime only""",null,null,null,London,2025-06-26 06:40:28.757237,2025-06-26 06:40:28.757237
1599,Queen's Cafe Bar,51.5424245,0.0064916,"27A Romford Road, Stratford, London",null,null,null,Stratford,London,2025-06-26 06:40:28.757237,2025-06-26 06:40:28.757237
3175,Balans Soho Society Cafe,51.5133309,-0.1311099,"34 Old Compton Street, London",08:00-23:00,+44 20 7439 3309,https://www.balans.co.uk/,null,London,2025-06-26 06:42:15.924606,2025-06-26 06:42:15.924606
1601,Slice of Meat,51.5414556,0.0100375,"24 Vicarage Lane, London",Mo-Su 16:00-23:00,+44 020 8187 1870,https://www.sliceofmeat.co.uk/,null,London,2025-06-26 06:40:28.757237,2025-06-26 06:40:28.757237
3176,Caffè Nero,51.5132412,-0.1313901,"43 Frith Street, London",Mo 06:30-23:00; Tu-Th 06:30-24:00; Fr 06:30-02:00; Sa 07:30-02:00; Su 07:30-23:00,null,https://www.caffenero.com/uk/stores/frith-st/,null,London,2025-06-26 06:42:15.924606,2025-06-26 06:42:15.924606
3177,Joe & The Juice,51.513041,-0.131906,46 Dean Street,null,null,null,null,null,2025-06-26 06:42:15.924606,2025-06-26 06:42:15.924606
2153,Ferratelle D'oro,51.5575624,-0.0901679,"160 Green Lanes, London",null,null,null,null,London,2025-06-26 06:42:15.924606,2025-06-26 06:42:15.924606
3178,Z Cafe,51.5136898,-0.1297211,"Old Compton Street, London",null,null,null,null,London,2025-06-26 06:42:15.924606,2025-06-26 06:42:15.924606
2155,Dobar,51.5714342,-0.0961337,"324 Green Lanes, London",Tu-Sa 09:00-16:00; Su 09:00-15:00,+44 20 7686 3257,https://dobar.co.uk,null,London,2025-06-26 06:42:15.924606,2025-06-26 06:42:15.924606
1602,Creamy Cup,51.5433709,0.0107499,"115 Romford Road, Stratford, London",null,null,null,Stratford,London,2025-06-26 06:40:28.757237,2025-06-26 06:40:28.757237
8076,Rolling Pin,51.5877926,-0.1185577,"15A High Street, London",null,null,null,null,London,2025-06-27 10:22:35.74709,2025-06-27 10:22:35.74709
8079,CaféGenic,51.582874,-0.2276745,"6 Central Circus, London",Mo-Fr 06:00-21:00; Sa 07:00-21:00; Su 07:00-20:00,+44 20 8202 2260,https://www.cafegenic.co.uk/,null,London,2025-06-27 10:22:35.74709,2025-06-27 10:22:35.74709
1603,Al-Bail Chicken,51.5411757,0.0105706,"37 Vicarage Lane, London",null,null,null,null,London,2025-06-26 06:40:28.757237,2025-06-26 06:40:28.757237
1632,Sawmill Cafe,51.5394584,0.0041212,"51-53 West Ham Lane, Stratford, London",Mo-Fr 08:00-20:00; Sa-Su 09:00-23:00,null,https://www.sawmillcafe.co.uk/,Stratford,London,2025-06-26 06:40:28.757237,2025-06-26 06:40:28.757237
8088,Romeo & Juliet's,51.5858156,-0.1804714,null,null,null,null,null,null,2025-06-27 10:22:35.74709,2025-06-27 10:22:35.74709
1633,Cafe Olympic,51.5392257,0.0044718,"61 West Ham Lane, Stratford, London",null,null,null,Stratford,London,2025-06-26 06:40:28.757237,2025-06-26 06:40:28.757237
1653,BG Zakuska,51.5443929,0.0042045,"166 The Grove, London",null,null,null,null,London,2025-06-26 06:40:28.757237,2025-06-26 06:40:28.757237
8098,Islands,51.5876487,-0.116173,"104 High Street, London",Mo-We 08:00-17:00; Th Off; Fr 08:00-17:00; Sa 08:30-17:00; Su 10:00-16:00,+44 7931 038 003,null,null,London,2025-06-27 10:22:35.74709,2025-06-27 10:22:35.74709
8099,Oak and Bean,51.5878767,-0.1177741,"25 High Street, London",null,null,null,null,London,2025-06-27 10:22:35.74709,2025-06-27 10:22:35.74709
8100,El's Olive Cafe,51.58711,-0.121031,"12 High Street, London",null,null,null,null,London,2025-06-27 10:22:35.74709,2025-06-27 10:22:35.74709
8103,Unnamed Venue,51.5863006,-0.1114986,null,null,null,null,null,null,2025-06-27 10:22:35.74709,2025-06-27 10:22:35.74709
1677,Rainbow Cafe,51.5359553,0.0073714,"2A Church Street, London",null,null,null,null,London,2025-06-26 06:40:28.757237,2025-06-26 06:40:28.757237
1681,Family Cafe Restaurant,51.5324982,0.0149577,"235 Plaistow Road, London",null,null,null,null,London,2025-06-26 06:40:28.757237,2025-06-26 06:40:28.757237
1682,Nota Bene,51.5322693,0.0152251,"247 Plaistow Road, London",null,null,null,null,London,2025-06-26 06:40:28.757237,2025-06-26 06:40:28.757237
1683,Plaistow Cafe,51.5333375,0.0134514,"163 Plaistow Road, London",null,null,null,null,London,2025-06-26 06:40:28.757237,2025-06-26 06:40:28.757237
1684,Atl Cafe,51.5337655,0.0120698,"125 Plaistow Road, London",null,null,null,null,London,2025-06-26 06:40:28.757237,2025-06-26 06:40:28.757237
1758,Costa,51.5485274,0.0246448,"45 Woodgrange Road, London",null,null,null,null,London,2025-06-26 06:40:28.757237,2025-06-26 06:40:28.757237
2787,Costa,51.5226525,-0.1597785,null,null,null,null,null,null,2025-06-26 06:42:15.924606,2025-06-26 06:42:15.924606
2159,Dark Habit Coffee,51.5368629,-0.2064328,"72A Salusbury Road, London",08:00-15:00,null,http://darkhabitcoffee.co.uk/,null,London,2025-06-26 06:42:15.924606,2025-06-26 06:42:15.924606
8021,Lucky Bean,51.526273,-0.2089443,null,Mo-Fr 08:30-15:30,null,null,null,null,2025-06-27 10:22:35.74709,2025-06-27 10:22:35.74709
2806,RSH Cafe,51.5250156,-0.1604807,null,null,null,null,null,null,2025-06-26 06:42:15.924606,2025-06-26 06:42:15.924606
3179,Hatch Waffles,51.5135649,-0.129938,"13 Moor Street, London",null,null,null,null,London,2025-06-26 06:42:15.924606,2025-06-26 06:42:15.924606
20124,Jamaica Blue,-36.9982876,174.7888513,null,null,null,null,null,null,2025-07-03 11:09:02.361197,2025-07-03 11:09:02.361197
2176,But First Coffee,51.5775516,-0.10623,"43 Quernmore Road, London",Mo-Fr 06:30-13:00; Sa-Su 09:00-13:00,null,null,null,London,2025-06-26 06:42:15.924606,2025-06-26 06:42:15.924606
2222,Green Room Cafe,51.5620318,-0.079786,"113 Stoke Newington Church Street, London",Mo-Fr 09:00-17:00; Sa-Su 09:00-16:00,null,https://greenroomcafe.uk/,null,London,2025-06-26 06:42:15.924606,2025-06-26 06:42:15.924606
2191,Arro,51.5158479,-0.1878048,"77 Bishop's Bridge Road, London",Mo-Fr 07:00-21:00; Sa 07:30-21:00; Su 08:00-21:00,null,null,null,London,2025-06-26 06:42:15.924606,2025-06-26 06:42:15.924606
2223,The Good Egg,51.5620552,-0.0787398,"93 Stoke Newington Church Street, London",Mo-Th 09:00-15:30; Fr-Su 09:00-17:00,+44 20 7682 2120,https://www.thegoodegg.co/,null,London,2025-06-26 06:42:15.924606,2025-06-26 06:42:15.924606
2224,Trattoria da Luigi,51.562302,-0.0785064,"98 Stoke Newington Church Street, London",null,null,null,null,London,2025-06-26 06:42:15.924606,2025-06-26 06:42:15.924606
2225,La Duchesse,51.5620701,-0.0741478,"10 Stoke Newington Church Street, London",null,null,null,null,London,2025-06-26 06:42:15.924606,2025-06-26 06:42:15.924606
